	영화리뷰	label
4178	중간에 늘어지는 부분만 없었다면…	1
4179	그냥 마블이 마블했네...	1
4180	블랙 위도우 팬이 아니라면 도저히 명작이라곤 절대 못말하고 오히려 마블 이미지 생각하면 졸작에 가깝다. 솔직히 때리고 치고받는것도 중요하지만 매력적인 악당들도 마블의 중요 요소중 하나인데 악당이 워낙 무능하고 뭐하는 놈들인지 모르겠다, 이건 뭐....	0
4183	제 인생영화입니다~~넘넘 재밌네요~~^^ 보는내내 소름이 끼쳤어요 같이 본 친구도 너무 재밌다네요	1
4184	마블뽕은 사라지지 않았다	1
4186	오랜만에 제대로 된 영화봣어요... 단독영화인데 꽉차는 스토리와 영상...	1
4188	기승전결 완벽함배우도 완벽전투씬도 완벽또보고싶음	1
4189	쿠키 영상 꼭 보시고 나오세요	1
4191	스칼렛요한슨 매력 덩어리	1
4192	주제의식의 과잉과 여성주의의 전면 배치가 영화를 망쳤습니다.영화 또한  블랙 위도우데 대한 완전한 헌사도 아닙니다. 이 캐랙터를 그냥 징검다리로 소비했어요.	0
4193	군대에 있어서 못봅니다. 이상입니다.	1
4194	재미 별로 없는데,,v	0
4195	개꿀잼! 빌런이 조금 허무하긴 했지만 그래도 전체적으로 되게 재밌었음	1
4196	스칼렛 그동안 고생많았다	1
4197	어벤져스 시리즈 중 최고의 영화	1
4198	본시리즈나 007 노선을 가는건 알겠는데 가는 길이 너무 밋밋. 매력없고 비리비리한 악당에, 긴장감도 없고... 기억 속의 블랙위도우로 남겨 놨어야지... CG도 다른 시리즈에 비해 저렴.딱 볼 거 없을 때 보는 디즈니플러스 용.	0
4200	블위 최고 스칼렛요한슨 최고	1
4201	최고최고입니다아……	1
4202	존잼존잼존잼존잼존잼	1
4203	3000만큼 수고해써..나타샤..	1
4204	마블치고 이야기나 분위기가 생각보다 어두운데 재밌게 봤습니다!	1
4205	1점짜리는 아니긴 한데 마블이라는 이유로 너무 높다. 영화 완성도가 좋지 않다.	0
4206	약간 실망스럽습니다 너무 기대를 했나봐요	0
4207	나타샤 또 보고싶다 앞으로도 계속	1
4209	너무 재미있어요! 4dx 강추	1
4210	레드가디언 진짜 멋있다저렇게 멋있는 캐릭터는 첨봄	0
4211	앞으로 여성단독주연 마블영화는 걸러야하나 캡틴마블보단 낫지만 그래도 노잼..	0
4212	스타워즈에 이어 마블도 디즈니화 되는구나	0
4213	의식의 흐름대로 후기루시가 미드소마에 도착하여 미이라를 발견하고툼레이더 빙의하여 헬보이를 물리치는 영화	1
4214	역시 실망시키지 않음ㅎㅎ  굿	1
4217	진짜 잼섯음? 개노잼이였는데..	0
4218	마블은 언제나 옳다 새로운 캐릭터도 너무 귀여운듯...	1
4219	마블영화 중에 토르하구 가오갤 닥스빼고 스토리 없이 CG덕지덕지 붙여놓고 깨부수는 영화들 거름.	0
4221	밝혀지지 않았단 블랙위도우의 과거를 알 수 있어서 좋았음. 그리고 서브주인공도 너무 매력적임	1
4222	마블은 역시 마블입니다 재미와 액션 소소한 스토리 모두 만족합니다	1
4223	올여름 시원한 액션으로 더위날리세요너무 재밌어요 강추	1
4224	역시 마블엔 실패가 없네요!! 정말 재미있게 잘 봤어요! 끝까지 박진감이 넘쳤어요!	1
4225	노잼입니더 12321342	0
4226	감동적이고 재밌고 액션 진짜 미쳤고, 블랙위도우 계속 영화 나왔으면	1
4227	잼있네요 웃긴부분도있고	1
4230	정말 재미있게 봤어요~ 스칼렛 요한슨 펜이 도어버렸어요	1
4233	다 좋은데 망할 오역하고, 번역가가 대사를 충분히 표현 못하네. 또 박xx 인가?	0
4234	저질 좌빨 쓰레기  한국영화와는 정말 비교되는 명작	1
4235	역시 마블 영화는 영화관 가서 봐야 제맛	1
4236	코로나 이후 처음으로 극장에서 봤습니다. 역시 마블. 마블을 계속 봤고, 앞으로도 볼 분들이라면 10점. 이 영화 한편만 놓고 보면 8점? 스칼렛요한슨의 이야기를 좀 더 보여줬어도 좋았겠지만, 새 시대를 준비하는 영화입니다. 작은 아씨들에서도 그랬지만, 플로렌스 퓨의 연기는 정말 좋습니다. 컴버비치가 잘생김을 연기한다면 플로렌스 퓨는 '사랑스러움을 연기하는 배우'랄까요 ㅋ 별 생각 없이 보고 있다보면 어느 순간 굉장히 사랑스럽게 보일 때가 있습니다.	1
4238	말이 필요 없죠..역시 마블. 오랜만에 영화관에서 보는 낙이 있었네요. 나타샤 사랑해ㅠㅠ	1
4239	안본 눈 삽니다...ㅜㅜ	0
4240	블랙위도우 단독영화로도 마블시리즈로도 함량미달 소동극	0
4241	액션이나 오락성보다는 버려진 아이들에 대한 상처받은 이야기를 하는 잔진한 영화 같아요. 이야기가 어둡고 조용하지만 이야기가 잘 짜여저 있어서 볼만했습니다.	1
4243	이런것 저런것 떠나서 재미있다. 마블스럽게 재미있는 영화.	1
4244	크루엘라 i wanna be your dog 이 있다면 블랙위도우에는 smells like teen spirit 있다.초반 ost 말고는 마블팬으로써 차마 말을..개봉시점도 시빌워 다음에 개봉했어야 되지 않은가 싶다.	0
4247	이제 개봉해서 알바들 많이 풀었네	0
4248	여자감독 + 페미 전문 배우 = 믿거	0
4249	왜이렇게 평점이 높죠? 저도마블시리즈엄청좋아하는데 이건진짜아닌듯..ㅋㅋ  보다가10분만에나올뻔...  영상만 마블수준인듯너무 뻔한전개, 억지스러운서양개그,10년은 돌아간 CG  LEVEL, 캐릭터도 너무엉성하고 타격감이나 화려함없는 소소한 어벤져스 인생극장편에  어설픈악당 나오는 이상한조화..  우뢰뫼가 얼마나 잘만든건지 그 생각뿐..코로나시작하고 첨본영환데 진짜 내시간 돌리도...	0
4250	아이맥스랑 4dx로 또 볼 것	1
4251	아 정말 마블은 사랑이다….ㅠㅠ 진짜 시간 가는줄 모르고 감상했어요 블랙위도우 가지마요ㅠ	1
4252	기대많이하고 가진 마세요. 굉장히 다크한분위기고 중반부터 많이 지루해지구요. 퍼스트어벤져느낌으로 다가가시고 위도우 퇴장의 의미를 두시길..평점보고 기대많이하고 보시면 실망이 정말 큽니다.	0
4256	미쳤다 미쳤어 대단해 굳	1
4257	이게 정녕... 마블이 맞는건가요?	0
4258	사랑해요 스칼렛요한순	1
4260	스칼렛 요한슨은 위대하고 여전히 섹시했다	1
4261	올가 쿠릴렌코 가면 벗고 사백안눈 희번득 할때 개섬뜩했음 호러 그자체 .. 또 하늘에서 쫓아올때랑 ㅋㅋㅋ 여튼 재밌게 봤어요 좀 급한 느낌이 없잖아 있었지만 캡틴마블보단 극호	1
4263	어벤져스 시리즈 이제 곧 다시 나오겠군ㅎㅎㅎ	1
4264	액션이 아주 뛰어났다!!!!캐릭터들 매력도 아주 뛰어났다	1
4265	마블영화라고 보기엔 정말 망작 이렇게지루하게 볼줄이야 돈이 아깝다	0
4267	한번 더 보고싶어지는 영화엘레나가 너무 귀여워요 ....	1
4268	마블의 뒤늦은 헌정 영화지만 정말 걸작이고 너무 잘 만든 영화 보는 내내 울컥했음	1
4270	흥해라 디즈니 블랙위도우 파이팅	1
4271	보여주고 싶은 게 많고 해 줄 이야기가 많았겠지만 그래도 러닝타임 안에서는 최선인 듯	1
4272	스칼렛 요한슨과 이별하기 싫어요. 블랙 위도우를 죽게 한 타노스를 용서할 수 없네요. 어쨌든 정말 재미있고 시원한 영화예요. 가족과 여성에 관한 새로운 해석의 영화입니다.	1
4274	역시 마블 기다린 보람이있네요	1
4275	역시 마블 너무너무너무 재밌ㄴ요	1
4276	근래 본 영화 중 가장 세련된 오프닝. 히어로 무비이자 아동 인신매매를 고발하는 다큐멘터리 같다. 영화 전반에 걸쳐 초인이 아닌 나타샤 로마노프가 어떻게 영웅이 될 수 있었을까 과거를 현재에 투영하여 그의 영웅 일대기를 담아낸다. 한 편으로 끝날 게 아니라 트릴로지의 시작이었다면 좋았을텐데 하는 개인적인 아쉬움이 남는다. 어떻게 좀 안될까 마블...?ㅠㅠ	1
4277	중간부터 급전개가 있었지만 재미있었다	1
4278	마블이라 기대를많이한듯..	0
4279	엄마,동생도 이뻐라 , 아빠는 음...	1
4280	역시 믿고보는 마블영화네요 2년만에 극장에서 마블로고 보니 좋았습니다	1
4281	나타샤 로마노프 사랑해 ㅠㅠ	1
4282	그냥 최고,, 말이필요없다 한순언니 사랑해	1
4284	이게 진짜 걸크러쉬지 다른 어설픈 페미물만 접하다가 진짜 걸크러쉬 보니까 속이 다 시원	1
4285	쓸데없이 나타샤 죽인 감독새끼들 족치고싶다.블랙위도우를 이어갈 역할에 플로렌스 퓨를 소개하는 느낌도 좋지만 이 영화에 나타샤만을 단독으로 더 비춰줄 순 없었을까…	1
4286	재밌어요 재밌어 마블 영화 좋아하면 꼭 보세요!!	1
4287	인생작ㅜㅜㅜㅜ진짜 너무 재밌다 기대 그 이상!	1
4288	블랙위도우 ㅜ… 최고다…	1
4289	단 하나 아쉬운건 엔드게임 뒤에 개봉했다는거	1
4291	여러분 무조건 보십쇼.	1
4292	이럴거면 한순이 살려내라고!!!	1
4293	마블팬들위한 오랜갈증을 해결한 영화	1
4294	존잼 최고당 또 보고 싶네 ㅋ	1
4297	오 마이 나타샤, 스칼렛. 개멋있어! 언니 보려고 영화관 갔습니다.	1
4299	뭔 페미영화야 ㅋㅋㅋ 개 존 잼 이구만	1
4300	마블에서 작심하면 본씨리즈 뛰어넘는 작품하나 거뜬히 만들듯.	1
4301	행복했었다 나타샤누나!!!	1
4302	그냥 .. 너무 좋았음 .. 진짜 오랫동안 기다렸는데 .. 2년만에 마음이 벅찼음	1
4304	잘만들었고 호퍼봐서 기분좋은1인	1
4305	최고최고	1
4306	솔직히 걱정했었는데 걱정을 씹어먹을만큼엄청 재밌게 잘봤어요..!액션씬들 다 멋있었습니당	1
4307	기대이상입니다 그냥 갓마블	1
4309	우리 나타샤 행복했어서 다행이야:) 보고 싶을거야! 사랑해!!!! 아니 가지마...안 가면 안 될까...? 다시 생각해줘...돌아와....	1
4311	최고!!!! 20번 봐도 재밌을 영화	1
4312	마블시리즈 다크 버젼첨엔 뭐지 하다가, 어느 순간 확 빠져버림	1
4313	스파이의 삶에대해 새롭게 생각해보게된 영화	1
4314	또 댓글에 완전 속아서봤네...액션신도 별로없고 스토리위주영화...내기준에선 진짜 별로였음....	0
4316	중간중간 웃긴 장면도 있고, 감동적이라 눈물도 나고, 가족이란 따뜻함도 보여주면서 스토리도 지루할 틈 없이 긴박감 넘치고 그냥 감동+재미+스릴 로 쉴새없이 사람을 후려치다 끝났다.. 별 생각 없이 블랙위도우니까, 하고 보러갔는데 돈 하나도 안아깝게 보고 나왔어요!! 같이 간 지인은 어벤져스 전혀 본 적 없는데도 너무 재밌고 좋았다고 함,,	1
4318	마블 좋아하시는분에게 추천드려요	1
4319	로그인 잘 안하는데 10점 주러 왔다	1
4320	그녀를 다시 볼 수 있어서 행복했습니다	1
4322	대유잼! 연기, 스토리, 그래픽, 사운드 뭐 하나 빠짐없이 재밌었음!	1
4323	역시 멋지고 재밌긴 하그만ㅎㅎㅎ예쁘다.	1
4324	그간의 마블영화와는 질감이 다른 또다른 미친영화블랙위도우의 매력을 절정으로보여주는 영화이자 마지막으로 보내주는 영화...	1
4328	가장 좋아하는 두 배우, 스칼렛 요한슨과 플로렌스 퓨, 그리고 매력있는 조연들이 돋보였던 영화.... 가족야도 느껴지는 히어로 영화였어요 전 마블 영화와는 다른 매력이 또 새로웠습니다	1
4330	기대하고 봐도 재밌다 믿어라	1
4331	너무 유치해요 뻔하고 진부해요	0
4333	액션을 뺴면 볼것이 없었다어설픈 스토리에 개판수준의 개연성마블의 상징이라서 어떻게든 소름돋아보게하려는 개연성 전혀없는 어거지 쿠키영상까지엔겜에서 그렇게 깊었던 나타샤의 감정연기는 전혀 못쓰는 허접한 스토리 진짜...너무기대하고 봤는데 너무실망했다.	0
4334	내 마블영화중 1등이다.	1
4336	한편으로 끝내는게 아쉬워요 ㅠㅠ	1
4337	여자들이 다 해먹는 영화~~~!!!	1
4338	액션신 재미있게 봤습니다	1
4339	꼭 보세요 두번 보세요 세번 보세요	1
4341	언니덜 .. 나 마블 자세히는 몰라..근데 언니들 너무 이쁘고 연기 잘하구 잘싸워 최고야ㅠㅠ..	1
4342	블랙 위도우'가 쓴 여성의 자립과 구원에 관한 서사! 역시 스칼렛 요한슨!	1
4346	진짜 이걸 왜 이제 나왔냐.... 윈터솔져 재질의 마블 영화임	1
4347	결국 나타샤한테도 돌아갈 가족이 있었다는건데 ㅜㅜ	1
4349	스칼렛 존멋!! 동생분도 너무 멋짐!!!액션씬이 어마무시하게 멋찜!!	1
4350	캡틴아메리카2  원터솔져같이 시종일관 액선으르 정신없이 지나 갑니다. 런닝 타임은  짧은거 같고 시빌워 이후 나타샤가 쫒기는 시간대를 그린 시점 입니다. 마지막 공중씬은 입체 영화로 봐도 멋질듯  하네요 마블팬이라면 꼭 보세요	1
4351	재밋음 또볼거임 이이잉	1
4352	싸우는 액션씬 너무 재밌었고 연기력도 너무 좋았어요자막 올라가고 쿠키영상 있으니 꼭 보고 나오시길	1
4353	걍 존잼. 액션이 대박입니다....영화관에 사람이 없어서 의아했으나 코로나때문인듯요? 그냥 보세요. 존잼	1
4354	완전꿀잼ㅋㅋㅋ!!!!	1
4355	제발 보세요 그냥 보세요	1
4356	진짜 오랜만에 최고의 영화를 봤습니다. 나타샤 너무 멋지고 또 멋져요. 돌아와요 로마노프 ㅠㅠ	1
4357	말해뭐해 역시 마블♥♥♥♥	1
4358	나타샤 엄청 멋있다..뽀데 장난아니다..	1
4359	초반 러시아 아저씨 웃긴거, 액션 외 볼거없음	0
4362	잼잼잼 꾸르재앰 다들 보시길	1
4363	보면서 울었습니다. 마블영화 재밌는거 이제 알았네요	1
4364	개 ㅈ같은 페미영화. 걸스캔두 애니팡 충성충성^__^	0
4366	존잼!!! ㅇㅅㅇ 완전존잼	1
4367	일단 재미 있음,,, 수면 지수 0	1
4368	블랙위도우 언니 고생했어요~ 푹 쉬어요!	1
4369	솔직히 걍 그럼 액션씬 빼고는 별루..	0
4370	어벤져스 정주행하러 간다..	1
4371	잔말말고 닥치고 보세요	1
4373	미친 스토리, 미친 연기력. 그냥 쩔어요.	1
4374	그냥 꼭 보세요!!!!	1
4375	괴짜가족 보는게 더 재밌음 ㄹㅇ	0
4376	시간가는줄모름 액션볼만함	1
4377	기대했던 것 보다 좋았습니다.	1
4378	댓글 전부 알바?보는 내내 집에 혼자남아있는 강아지 생각이 더 남	0
4379	영화보다가 언제끝나냐 하고 핸드폰 10번은 켰음	0
4380	마블은 못참지ㅋㅋ  다들 같은 생각일거예요	1
4382	처음 30분빼면 진짜 개연성이 거의 없다시피하고 웃음포인트도 예전만큼 웃기지않고 진짜 진부한 가족영화 그자체 같았네요 더도말고 덜도말고 딱 스칼렛 요한슨 외모와 연기감상하기에만 딱 좋은영화.	0
4383	10년동안 마블을 이끌어온 블랙 위도우를 쏠로 무비로 보면서 여태 볼수 없었던 극강의 액션씬이 너무 신선한 카타르시스를 선사 했네요 ㅎㅎ 다들 영화 감상후 쿠키 영상도 꼭 보세요 ㅎㅎ	1
4385	완전 재밌음 원래 이런거 안보는데 빠져듬 오늘부터 최애영화 블랙위도우	1
4387	스칼렛 요한슨의 나타샤 로마노프의 은퇴작이라는게 너무 아쉬울 따름..	1
4388	인생 뭐 있나 폼생폼사지	1
4389	최고에요	1
4390	마블보면서 잔적은 처음다시 봐야하나  고민중임	0
4392	크으 역시 마블은 다르다	1
4393	진짜 그냥 다른 말이 필요없음. 나타샤를 사랑한다면 꼭 봐야할 영화 액션, 스토리, 연출 삼박자가 모두 완벽함??	1
4395	액션도 너무 재밌고 내용도 재밌고 꼭 다시 보고싶은 영화에요 ㅠㅠㅠ 블랙위도우 최고	1
4398	오랜만에 마블시리즈의 진정한맛을 본것 같다...다시보고싶다~~~~	1
4400	수트입고 액션배우고 싶다 너무 멋잇어용	1
4403	영화 시작부터 끝까지 너무 재밌었ㄷㅏ	1
4404	공상과학영화같으니 스토리이해불가 및 비공감으로 찐노잼	0
4405	나타샤 진짜 대단해 사랑해	1
4407	재밌었어요 액션 굿굿 또 보고싶어요 ㅎㅎㅎ	1
4408	영원히 기억될 우리의 어벤져스, 블랙위도우10년넘게 나타샤로마노프, 블랙위도우로써 활약해 준 한순언니 너무 수고 많았고 그간 함께 할 수 있어 영광이었습니다 3000만큼 사랑해 ㅜㅜ ++영화 너무 재밌고 역시 마블은 말이 필요 없는거 다들 아시죠? 마블 페이즈4의 막을 올리며 10년을 몸 담군 블랙위도우의 첫 솔로무비인 만큼 완성도 모두 짱짱합니다 안보면 손해 모두모두 보세요 -!-!	1
4409	그냥 보십시오. 묻지말고.스칼렛 요한슨 너무 이쁨 ㅋ	1
4410	블랙위도우로서도 나타샤 로마노프로서도 항상 멋있고 또 인간적이어서 제일 좋아하는 마블 캐릭터이다.	1
4411	완전 대박액션이 짜릿 짜릿	1
4412	몰입도가높았고 감동적이고 ㅜㅜ그냥존잼이었음	1
4413	말이 필요없음! 이 영화를 이돈내고 봐도 되나 싶을 정도	1
4415	너무 아쉬워요. 블랙위도우 이제 못본다니ㅠㅠ	1
4416	적어도 나한텐 마블 영화 중 제일 완벽한 영화임 또 보러 가야지	1
4417	ㅠ 말해뭐해 최고의 영화... 나타샤 살려내 ㅠㅠ	1
4419	오랜만에 본 마블 수작 ! 액션신도 좋았고 연기도 좋았습니다. 블랙위도우에 대한 마지막 찬사와 플로렌스 퓨의 옐레나 매력이 너무 넘칩니다 :)	1
4420	말모말모~~~~ 갓갓위도우	1
4421	블랙위도우 가지마… 사랑했어 아니 사랑해ㅠ	1
4423	여성 히어로가 바글바글나와서 더 재밌네요^^ 서로 연대하는 여성들보니 더욱 벅차오릅니다.	1
4424	짜증나...나타샤 살려내....	1
4425	아 진짜 개재밌어요 역시 마블..마블 1도 모르는 내 친구도 재밌다고함 !! 꼬옥 보시면 돼영	1
4426	기대 안했는데도 재미가없네..	0
4427	어우 잘잤다!! 수면제 대용 영화	1
4430	마블 역대급 영화였다. 최고다	1
4431	이런 비밀이 있었다는 것을 처음 알았습니다, 마블 팬이라면 꼭 보세요.	1
4432	쿠키영상보고 너무 울컥햇습니다 블랙위도우 영원하라	1
4433	최악;;기대했던 거랑 너무 다름스토리도 최악평점 9점대인거 ㄹㅇ 이해안감...허세 가득한 영화....	0
4436	어벤져스 감성 기대하고 보러왔다가 다큐보고 온느낌	0
4438	어벤져스를 기억하는가.아이언맨은 슈트를 입고, 토르는 묠니르를 들고, 캡틴아메리카는 슈퍼혈청을 맞은 비현실적인 몸과 방패를 가지고 있고, 헐크는... 헐크 그 자체였으며, 호크아이는 엄청난 동체시력에 활 쏘는 능력을 가지고 있다.그 와중에 한 명, 눈에 띄는 여성 히어로. 권총 하나를 들고 몸으로 직접 싸우는 블랙 위도우는 다른 히어로에 비해 힘이 많이 들어가지 않는 히어로였다.하지만, 시간이 지날 수록, 마블 영화들에서 보여주는 것은 블랙위도우로서의 능력 보다는 스파이를 넘어 '나타샤 로마노프'라는 한 사람이었다.메인캐릭터인 헐크를 잠재우고, 캡틴 아메리카의 조력자가 되었으며, 아이언맨에게 직언을 할 수 있는 사람이 되었으며, 결국 엔드게임에서는 세상을 목숨 바쳐 구한 히어로가 되었다.이번 영화는 그녀의 모든 액션에만 집중해서 '블랙위도우는 이런 캐릭터에요! 매력있죠?'라고 말하는 영화가 아니라, 미친듯이 쾌감이 넘쳐나는 영화는 아니었다.하지만, 이 영화는 세상을 구한 영웅이 가지고 있었던 아픔과 인간성, 그리고 가족을 향한 사랑을 볼 수 있는 영화이다.이 영화는 나타샤 로마노프라는 캐릭터를 마지막으로 기억하기를 '강인하고, 주체적이고, 똑똑한 히어로이지만, 인간이기에 가질 수 있는 모든 따뜻한 마음과 책임감을 가진 히어로'라고 기억할 수 있을 영화이다.	1
4439	솔직히 영화 보는데 너무 지루했고 스토리랑 이야기 따로 놀아요 크루엘라가 더 재밌음 솔직히 이게 왜 별점이 높은지 이해 안 감	0
4440	10점이유 : 개봉해서	1
4441	블랙위도우의 어릴적 과거부터 성장하면서 가족의 화해까지, 블랙위도우가 상처를 극복하고 어벤져스영웅으로 거듭나는 과정을 잘 그린 영화. 단순히 페미니즘이라고 단정지을 영화가 절대 아니다. 혹여나 그런 말을 한 사람이 있다면 그 사람은 이 영화를 보지 않은 것이다. 어벤져스가 되기 위한 마음가짐과 전투력 주변가족과 이웃을 챙길줄아는 따뜻한 마음이 있어야 한다는 것을 보여 준 영화.	1
4443	너무 좋았어요 연기도 좋고 눈물 났습니다	1
4444	언제나 그 어떨 때도 믿고 보는 마블	1
4445	네이버 평점은 대체로 믿는 편인데 10점 줄 정돈 아닌 거 같은데;;? ALBA 깔린건가..크루엘라나 한 번 더 볼꺼 그랬음… ㅜㅜ	0
4446	그냥저냥 기존처럼 평타치는 마블 솔로무비. 여배우들 비쥬얼은 좋음	1
4450	좋았음 최고의 영화 ㅠㅠ	1
4451	잼써욧!!또보고싶다아~~~	1
4453	이 정도면 인간계 최강 크리링을 뛰어넘는 블랙 좀비급 아니냐	0
4454	내마음1위이제부터빠돌이	1
4456	최고였음 ㅜㅜ짱짱짱 기대 안했는데존잼요~	1
4457	130분안에 블위를 담기에는 너무 짧아서 조금 아쉽게 느껴지는듯. 흑흑 그래도 나타샤 옐레나 굿 액션이랑 오스트도 굿입니다	1
4460	세글자로 리뷰할게요. 핵존잼	1
4461	다 좋았는데 특수효과에 돈 좀 더 쓰지 명색이 마블인데 중간중간 저게 뭐냐 싶음	1
4462	스칼렛요한슨 사랑해요??	1
4464	10점 만점에 100점 줘도 아깝지 않을 정도로 재밋어요	1
4465	마지막 인사 수고했어요..ㅠㅠ	1
4466	블랙위도우 열혈 팬입니다. 전체적으로 너무 살망이 큰 마무리입니다. 아쉽네요 정말. 그동안 본 마블 무비 중 손에 꼽을 정도로 재미 없었습니다.	0
4468	재미났어요 마블 좋아요><	1
4469	다시 보고 싶은 블랙위도우	1
4472	아쉽다 코로나만 아니면역대급 이었을텐데, 스칼렛 요한슨이 많이 아쉽겠네	1
4473	1. 냍 친구있는줄 몰랐음2. 옐레나 이쁨 말투 개귀여움 3. 중간중간 CG가 아쉬운 부분이 있었음4. 액션은 너무 좋고아쉬운것도 있었지만 마블이라서 10점! 나타샤 수고했어요~!	1
4475	얼마만의 마블영화냐ㅋㅋ 감동이었어. 이건 말이 필요없고 그냥 마블 두글자로 리뷰를 대신한다.그래두 좋았던 걸 말하자면 초반에 배우, 감독 이름 나올때 있잖아? 배경음과 영상에서 계속 소름 돋았어. 추격씬과 맨몸액션은 말할 것두 없고. 뭔가 감동적이었던 부분도 있었고 ㅎㅎ 글고 플로렌스 퓨 배우 넘나 귀여워 ㅎㅎ 꼭 봐라	1
4477	감동 교훈 굿 엄마랑 같이 보고왔는데 해외영화임에도 아주 좋아하셨어요.	1
4479	잼난다 잼나 오호호호요로	1
4480	배우들의 연기력이 너무 좋네요초반에 다소 지루할수 있지만갈수록 뛰어난 액션신이 멋지네요	1
4481	액션씬 느낌이 무겁지 않고 민첩하고 산뜻한 듯강렬 장대한 무대배경 어디선가 본 듯한 스토리지만 뻔한 느낌 전혀 못느낄만큼 디테일한 연출무엇보다 두 여주의 시선을 압도하는 연기력(액션)	1
4484	개오짐나타샤언니액션개지림	1
4485	명불허전.다른 히어로와 달리 특별한 능력 없이 오직 맨 몸으로만 활동하는 나타샤.나타샤의 이야기로만 얼마나 재밌는 영화가 만들어질까 우려했던 것이 얼마나 쓸데없는 것이었는지... 이렇게 또 한번 마블에 마음을 빼앗깁니다.	1
4486	재밌었습니다. 액션신이 CG가 적어서 다른 히어로들 보다 나아요	1
4487	누나 ㅜㅜ나죽어요 존멋	1
4488	오랜만이다 마블.. 역시 실망시키지 않는구나.. 짧았으면 아쉬웠을뻔..포즈 다시보니 개 웃기긴 하네.. ㅋㅋㅋ	1
4489	스칼렛 요한슨 보고 싶을거에요 나의 영원한 블랙위도우	1
4490	마블팬들에 비해 세계관 잘 모르고 봤는데도 이해 가능하고 스칼렛 요한슨 연기 정말 최고다.. 처음에 138분이라길래 헉 했는데 시간 순삭되니까 걱정하지 말구 보세요	1
4492	기대하고 기다렸던 만큼 울고 웃으며 본,	1
4493	마블 팬이라면 다들 만족할 만한 수작. 재미도 액션도 감동도 다 잡았음	1
4494	스칼렛 요한슨인데 뭐가 더 필요함? 영화 내내 유쾌하게 감상했했어요	1
4495	이렇게 잘 만들었는데 왜 블랙위도우는 하차하는가	1
4496	여자들이 다 해먹는 영화 오랜만에 보네요	1
4497	액션보단 스토리에 집중해서 봐야하는 영화. 액션을 너무 기대하진 마세요.	1
4498	마블이 돌아왔다.. 모든게 완벽!!	1
4499	2년 기다린 보람이 있다ㅠㅠㅠ블랙위도우한테 이제 입덕했는데 이제 없다니	1
4500	하 진짜 이런 라인업이 있나요 ㅠㅠ 최고입ㄴ디ㅏ	1
4501	잘 만든 마블영화. 스토리라인도 좋다	1
4502	돈 안 아까울 정도로 재밌어요~!!	1
4503	기대 안 했는데 존잼꿀잼. 옐레나 매력 쩔고 나타샤 그동안 고생많았슴돠	1
4504	잘봤는데 마음한켠이 슬퍼요다른이의 죽음에 가려져있어 크게 생각하지 못했는데,  그녀의 스토리를 보고서 쿠키까지 보고나니 뭔가 싱숭생숭하네요. 이제 당신도 확실히 안녕이군요ㅠ 고마웠어요	1
4505	최고의 빌런은 코로나다.  코로나 때문에 처음으로 마블영화를 포기한다..	1
4506	진짜 미쳤다 액션 역대급인듯 일년 개봉 미뤄져서 고마워요	1
4507	마블 히어로 개인 시리즈 물 중 최고로 재밌었음.생각보다 스토리도 있고 스케일도 좋았던 것 같음. 액션도 좋고	1
4508	재미 있을고 같고 1년동안기대 했는데 코로나 땜에..	1
4509	마블 이 나쁜 새끼들....ㅜㅜ 이렇게 처절하게 열심히 살아온 사람을 그렇게 제물처럼...퀘스트 깨듯이...ㅠㅠ 꿈도 희망도 없다ㅜㅜ나타샤의 선택이 얼마나 값졌는지 새삼. 더. 와닿는다.아 이 나쁜 놈들아ㅜㅜ	1
4510	그동안 수고하셨습니다.굿바이 나타샤!	1
4511	마지막 위도우. 다시 볼수 없는 히어로 아쉽다	1
4512	진짜 두번다시 없을 명작 말도 안되는 연기력 스펙타클한 엑션씬 감동적인 가족애 내 인생영화 꼭 보세요	1
4514	나타샤 로마노프는 위도우의 전설이다레이첼 와이즈라던가 좋아하던 배우들이 나와서 눈호강도 많이해서 행복했음영화 미이라 조지러간다	1
4516	최고다 다른말은 필요없고 블랙위도우는 스칼렛누나가처음이자 끝이다이때까지 너무 수고했어요~그리고 좋은영화 남겨줘서 고마워요!!	1
4517	모르겠다. 액션 멋있긴한데 뭔가 감흥은 없다…	0
4518	인생영화 ㅆㄱㄴ적극추천	1
4519	배우들의 연기와 액션, 스토리까지 무엇하나 빠지지 않는 블록버스터 영화.	1
4520	언니들 사랑해♥	1
4521	역시 네이버 평점 알바 진짜 많네	0
4522	굿바이 블랙위도우~~~	1
4524	액션은 진짜... 더 말할것도 없다. 역대 마블 영화중에 최고였다.	1
4525	코로나도 우리의 마블 사랑을 이길수 없다.	1
4526	우리가 몰랐던 블랙 위도우의 '진짜' 이야기	1
4527	오랜만의 마블 영화, 역시 기대를 저버리지 않았습니다.	1
4529	good good good	1
4531	최고예요  두번보니 스토리가 이해가요.전 제 친언니를 더 이해하고 사랑하기로 했어요 꼭 보세요	1
4533	조조로 보고왔습니다. 생각했던거 보다 재미있었어요.	1
4534	나타샤 보러 갔다가, 옐레나에 반하고 왔습니다.	1
